Mes,Día 1,Día 2,Día 3,Día 4,Día 5,Día 6,Día 7,Día 8,Día 9,Día 10,Día 11,Día 12,Día 13,Día 14,Día 15,Día 16,Día 17,Día 18,Día 19,Día 20,Día 21,Día 22,Día 23,Día 24,Día 25,Día 26,Día 27,Día 28,Día 29,Día 30,Día 31
Mes 1,65,5,71,87,37,59,63,81,53,51,36,95,82,91,23,88,67,69,28,57,84,85,41,99,73,67,84,61,96,49,19
Mes 2,65,84,41,98,58,13,29,41,0,55,51,86,50,84,35,95,48,19,29,86,5,62,77,29,29,75,2,5
Mes 3,25,15,67,33,14,58,71,40,89,78,9,60,46,1,26,3,22,8,77,97,51,26,77,25,44,77,94,37,26,59,24
Mes 4,51,14,13,24,99,74,34,70,43,61,83,75,18,33,73,26,53,10,92,82,28,5,35,62,25,71,85,10,3,90
Mes 5,1,73,23,44,65,65,98,28,22,83,24,16,87,45,52,92,11,24,62,39,64,8,33,66,66,36,67,8,58,85,11
Mes 6,67,96,41,100,62,38,64,29,81,75,39,15,35,99,80,64,67,67,25,32,45,49,19,60,52,77,42,48,75,51
Mes 7,21,99,61,83,67,61,78,7,80,66,1,85,37,96,12,60,58,37,14,27,100,60,52,1,65,35,64,56,66,35,96
Mes 8,55,96,76,26,93,11,65,40,50,38,71,1,87,23,13,62,77,97,13,3,0,15,47,62,80,17,96,54,25,35,37
Mes 9,65,42,49,25,61,20,64,85,35,57,14,60,45,91,36,70,23,85,48,51,45,16,61,98,30,35,75,12,19,7
Mes 10,21,78,31,38,68,70,24,82,42,5,67,61,36,13,45,9,100,46,24,26,92,20,28,51,45,91,94,42,6,64,68
Mes 11,13,14,76,56,98,82,37,92,82,67,2,35,75,40,87,92,82,74,15,67,16,13,98,60,21,91,71,91,22,9
Mes 12,25,49,14,98,56,54,76,4,84,30,82,39,75,90,90,18,58,8,12,84,98,14,0,78,25,99,81,79,75,65,57
