Mes,Día 1,Día 2,Día 3,Día 4,Día 5,Día 6,Día 7,Día 8,Día 9,Día 10,Día 11,Día 12,Día 13,Día 14,Día 15,Día 16,Día 17,Día 18,Día 19,Día 20,Día 21,Día 22,Día 23,Día 24,Día 25,Día 26,Día 27,Día 28,Día 29,Día 30,Día 31
Mes 1,19,61,33,78,4,15,63,90,10,18,80,49,87,72,50,19,17,18,74,0,67,36,92,30,69,12,71,16,75,59,79
Mes 2,43,53,97,16,33,47,98,42,78,0,64,99,27,83,7,15,12,63,3,1,55,87,95,14,67,22,33,32
Mes 3,85,51,81,40,89,15,33,56,76,67,71,56,93,23,8,58,68,39,63,81,2,80,74,26,12,53,51,84,56,9,24
Mes 4,73,35,97,23,46,45,71,10,30,39,6,38,46,81,17,45,15,81,14,73,8,21,90,97,93,28,13,79,55,27
Mes 5,94,50,32,73,70,34,35,28,56,50,33,64,33,7,89,14,22,80,77,30,41,73,24,89,7,6,83,48,85,96,27
Mes 6,2,59,62,57,22,67,67,68,50,80,31,29,90,7,67,6,28,21,36,26,27,73,31,27,8,40,92,70,26,42
Mes 7,46,20,3,29,69,14,96,20,13,74,63,53,14,59,66,10,3,33,47,64,89,96,57,14,18,0,49,98,3,14,60
Mes 8,97,78,75,49,90,23,20,36,52,95,32,25,11,23,10,0,18,3,81,8,50,44,95,29,55,51,100,87,74,73,89
Mes 9,51,83,49,55,92,44,3,96,60,37,45,43,62,4,99,34,85,62,90,42,61,24,56,42,66,31,19,13,0,91
Mes 10,19,30,24,93,28,63,42,51,32,86,92,47,13,48,21,91,26,14,56,16,92,46,38,9,22,68,37,56,7,100,61
Mes 11,91,52,87,18,9,95,10,90,13,88,22,27,95,71,54,26,78,25,52,31,68,79,56,54,37,75,14,53,87,3
Mes 12,27,68,88,20,74,71,61,26,7,35,38,53,96,11,41,44,83,32,80,52,17,72,70,27,1,36,66,100,42,11,59
